,text,label_s,label_f,label_h
1205,bhaijan watsaap pe aapke bare ma jo chal raha ha wo jhoot ha naplz reply must,1,1,0
1206,salman is godfather is bollywood,0,1,0
1207,mast hai bhai jaan,0,0,0
1208,tre bap ne bnai hoti tb b flop nhi hoti ssale ,0,1,0
1209,kya guarantee hai ki sab questions ka answer aap hi dengekoi dusra bhi toh de sakta hai,1,1,0
1210,akib jawad tu sultan ko flop karayega tu abe ja chutiya ja tu yha se nhi to thok dunga,0,1,0
1211,kya bhai hum jab bussy ho tab hi aap online honge plz hamara bhi socho night me sab free hote he,1,1,0
1212,salame walekum bajrangi bhaijan,1,0,0
1213,facebook jaisa accha chis me ye sab faltu items kyu ata hai kya pata dirty fellow  idiot kahika mu dekh lia bash aj ka din e sala kharap jayega,0,1,0
1214,salam nadia khan frm salman khan,1,0,0
1215,luv u salman muhhhh,0,1,0
1216,harami kanjer insaan,0,0,0
1217,asaalam aalay kumm asaalam axelent bhai jan  y ,0,1,0
1218,salman bhai mery comnt ka reply krna plzzzzzzzzz,1,1,0
1219,haye sallutussi gr ho,0,1,0
1220,koi dekhe na dekhe hum toh apki iss film ko toh zarur jayenge,0,0,0
1221,nic salman bai,0,1,0
1222,bhaihum tumhare bareme sab jaante haikya question aur kya answerwe love youabto bss movie release housi din jashn hogaeid mubarak in advance,0,1,0
1223,bhai aap toh bolly wood ke badshah ho aur aap humare dil k kareb ho love u bhai jaan,0,1,0
1224,gret is gret khan salman,0,1,0
1225,kya baat hbhai,0,0,0
1226,ofcourse salman isme sochna kaisa,1,1,0
1227,sallu bhaied ki party akele hi hmko bhul gye,1,0,0
1228,iove you sulman bhai,0,1,0
1229,muslim brothers sisters plz salman khan ko unlike karo aor lanat bhejo salman khan pr salman khan hindu higaya hai islo ezzat mat do bezaty karo allah ki lanat hu is bodhy baba par,0,1,0
1230,sir im upset becaz apki film pakistan mai eid ke ek week bd release ho gi sir ramzan mai sirf allah miyan se apki kushi mangi hai hamari dua qubol ho jaye ap hamesha kamiyab hunim samaira from pakistan i always woh aye ni and support u,0,0,0
1231,behnchod sahil rehman roy baap se fanda karega tujhe tere inbox me thokuga,0,1,0
1232,salman bhai aap to folp hooo jiii,0,1,0
1233,bhai jakaass bhai insallha super hit ,0,0,0
1234,salman bhaijaanap ki new movie mein shoot mee mai,1,0,0
1235,yasmeen khan dimag thikane lga kr comnt kr,0,0,0
1236,sallu bhai aapka no chaye,1,0,0
1237,true love to aisa hota hai jo kabhi uske aakho m aasu nhi dekh skta ho marna pitna to bhut dur ki baat h,1,1,0
1238,or uske khe bina uski baat samajh jate h,1,1,0
1239,bajrangi bhaijan eid mubarak in advanc or apki movie cr ke par jaye kyukiyou are grate and smart hero of bollywood ke,0,1,0
1240,kal kya hbdy gift doge kya mera  d,1,1,0
1241,salman bhai mafi maglo abi time himuslim bina hit karuga bajrangi bhaijan kokesi karo gi bhaiapka frns group he hi muslim,0,0,0
1242,abe selman khan muslman ke name per klneq hae ise jeene ka koi heq nahi hae,0,1,0
1243,bhaijaan mera reply jarur dena,1,1,0
1244,jai shri ram coming sooooon bjrngi bhai jan,1,1,0
1245,madar chord maa chuda mumbai mai hyd dheekha to maacood data tari,0,0,0
1246,pakistan main be apko log bht pasand krta hn bhai jan,0,0,0
1247,aapki film kaisi bhi q na ho humko st day st show dekni hi hai,0,1,0
1248,bhai ap muslim bina kesi hit karoge ye films ,0,1,0
1249,tera film se br nhi chalne wala h bajrangi,0,1,0
1250,ja kutte teri movie koi nhi dekhega haram khor,0,0,0
1251,kese ho bhai aap,1,1,0
1252,love u mere swttuuuu muuaah muaah muah  tum ho toh me hoo ek pal milneki chahat se umid banih  aur umid se jindahoo me tere lye bas tu hi tu hai,0,1,0
1253,yeh movie koi muslim nhi dekhega kyun k yeh movie chalne wala nhi h,0,1,0
1254,sultan ali khan se,1,1,0
1255,salman bhai aap kamal ho,0,1,0
1256,ek nai kahani dekhne ko behad utsuk hailove you sallu bhaibhaijaan,0,1,0
1257,kis time kal,1,1,0
1258, no bhau,0,1,0
1259,hame koi like kijiye hum bajrangi se kam nahi hai,1,1,0
1260,sir kisko rply mat dena,1,1,0
1261,salam bhai app ke roza kasa ja raha ap ka,1,1,0
1262,kuc nahi parthe hai bhai salam ka zabab bi nahi date hai,1,1,0
1263,bhai tu apni jaaan hai ,1,1,0
1264,iam waiting bhaijaan,1,0,0
1265,u owsum salman bhai,0,0,0
1266,bhaijan aap ki sari film supar hoti hai or main aap ki sari film dekhti hun kash main ek baar aap se mil pati,0,1,0
1267,ye harami iski kya aukat hai salamn ki mere samne iske pas jitna paisa hai utna to mere kutte ko khana ata hai,0,1,0
1268,bhai is bar eid aap ka chera dekh kar ho gi kab  tarikh aaye iam waiting,0,0,0
1269,salman dont worry faltu ki abha se apke fan ko fark nhi padega movie mast chalegi,0,1,0
1270,tere muslman hun te lanat hai,0,1,0
1271,eid mobarak bhaijaan kyse ho serkhan kab aega bhai,0,1,0
1272,bhai tere samne koi nahi bhai u r gret bhai,0,1,0
1273,eid mubark ho salman jii i love you salmanmai apse ek bar milna chahti hu salman jiiii meri yhi khwaish h salman jiiiii,0,1,0
1274,bhai ji aap to kamaal ho,0,1,0
1275,pakistan k fans kia kren zara ye bhi btaye bhai,1,0,0
1276, salman bhai apni life khud kharab kr rahe ho ase krke alla hafiz,0,1,0
1277,ekela boycot kar awaiz tu kamyaab ho jayega paaka sirf tu mat ja,1,1,0
1278,bhai jaan aapki movie hit h ham aap ka sath h inshallah,0,0,1
1279,salman aaja ghar mere eid par,1,1,0
1280,yar ji karrha h,1,0,0
1281,eid mubarak lakin es br eddi bhi chaiyea,1,1,0
1282,huuurrrrrrrr salman khan teri aisi ki tesi aur teri movie ki bhi,0,1,0
1283,bhagvan ka kam karna sub se mukya darm hai,1,1,0
1284,salman mai aapko bhai jaan manta hun lekin mai cahta hun yah film na het ho kaunki yah musalmano ka sawal hai,1,0,0
1285,salmam khan teri film flop hogi yaad rakh le tu,0,1,0
1286,kyu movie me kuch glt dikhaya h kya,1,1,0
1287,bhaijaanapp tnsn free raho,1,1,0
1288,sj soriful kya bola teku itna hi pasand salman to tere ghar me rakh le usku,0,1,0
1289,ye sab afwa hai bhai aisa na bolo koi,1,0,0
1290,mobarak ied mobarak ,1,1,0
1291,ab chalo yar soneaaj #juma h bhailog namaz padhni h,1,0,0
1292,shahrukh gouri galat news hai woh dont believeusne aisa nahi kaha,1,1,0
1293,zara pucho salman se k kitna #roza raha,1,1,0
1294,ahana khan ignore thm thy wil never understand kuch bolo toh gaaliyan dena shuru kardenge jo hame islam sikaate hai,1,1,0
1295,aur salman bhai apki hum apka movies nhi dekhne jainge    q k apnea ussme wahiyaad bhagwan ka chalissa gaya ha jiska wajse muslim ko sarminda hona padege      pura mehena yani month    roza namaz padne k baad ye sunnege    kya bhai apko koi aur movies nhi mila kya,0,0,0
1296,aagar salman sai hai to ek martaba media me saaf saaf bolde ke mene esa nahi bola simpal,1,1,0
1297,mamu aap mera agar msg recevie kar to ple haan ya na mamu ple good morning,1,1,0
1298,salman bhai  meri ek frnd haishelivesinsirsin aakibauhatbadifanhaiidontknowuskenumberpeworeplynhikarrhinwomujheseriously lykkartihainmainbhiagarmerayecommentaaptakpauhachedensirfaaphiagarfbpeuskoboldehelpmeidont knowmainjolikhrahahuwosahihaiyagalatbutbhagwaankasamdilsenhonestlylikhrahahuagaraapmerihelpkardedenaapjobologewomainkrungaplsplsplsssrybhaiaap soch rhe hoge ki aap mujhe trust kyu kare den pls mera contact,1,1,0
1299,bhaijaan aslam valekum,1,1,0
1300,sab ko jana hai uper ok is liye apna dakho salman nahi aaya ga ok aur vo to dog hai na muslim hai na hindu hai na vo insan hai sif dog hai ok bye bye,1,1,0
1301,ap ka sb film dekta hu  me v bajrnag bali ka bhkt hu  jai bajrang bali ji  ap film nam se suprhit ho gya  nam se hi ap ke dusmn bahg jayga ,0,1,0
1302,sala khutta bajrangi bana hova kuch to sharm kr,0,0,0
1303,slam malikam salman,1,1,0
1304,hi salman bhai my self mayur and m a litill singer or meri rqst hai aapse pls mujhe bhi ek chance dijiye bhai aapke liye gaane kaplllssssss bhai,1,0,0
1305, se paar gayi bhaijaan,1,1,0
1306,nice bhaiyou are the best best best best best best best best best,0,1,0
1307,goodness pic bhai aap bhut ache or smart hoor m aapka sabse bda fan hu bhai,0,1,0
1308,ramzan mubarak ho bhaijaan,1,1,0
1309,masaallah bhaijaan supar dupar hit bajrangi bhaijaan,0,1,0
1310,wah bhai jaan bahut smart lag rahe ho,0,1,0
1311,love salo bhai,0,0,0
1312,tumare ghar pe,1,1,0
1313,ek kaam karo baam laga k maalish karo fir ek kapada lo us mai akhe nanamk rakh kar tave p halkaa garam kark back par seikh do inshallah back pain thick hojaeyga,1,1,0
1314,madhar chod sale kutte ki aoulad salman khan ki ma ka bhosha,0,0,0
1315,mami ko bolnaa wo gharelu nusk ache se kar degi,1,1,0
1316,hilo kiya aap happy ho,1,1,0
1317,bhaiii apko kisi ki jaan bacha hai siriyasli aap agar ye sms padh le to reply karna,1,1,0
1318,bhi bol to ek nambar bollywood ka raja,0,1,0
1319,main aapki bahu bahut bahut bahut bahut badi fan hu,0,1,0
1320,lagta he gar wapsi ho rhi he bajrangi bhi bhaijaan lagane lag gaye,1,1,0
1321,aaj ki party meri taraf se bhai jaan,1,1,0
1322,haste raho haste raho,0,1,0
1323,muhhhhhhhhhhhhh meri jaan love u sallu  ,0,1,0
1324,only one hero jo sab ke dil me rahate h wo h salman bhai bajrangi bhaijaan unko dekh kar hi sabki dharkan chalne lagti h i love salman bhai,0,1,0
1325,bhaijaan app itnai deer bad kyu promotion krte ho,1,1,0
1326,aap film me bajarangi hai ki bhai jaan,1,1,0
1327,inshallah bhai bajrangi bhaijaan will hit,0,0,0
1328,nicere vai sallu,0,1,0
1329,my favirat hero salman khan,0,1,0
1330,yeh dua hai meri ke aap hamesa khus rhe,0,1,0
1331,lv u salmn,0,1,0
1332,sher kabhi darta nahi aur mera bhai sher hai love you bhai jaan,0,1,0
1333, pm se bhai video chat karenge yaha pe sb question taiyar rakhna apne,1,1,0
1334,bhaijaan mere questions aap sabse jyada kise chahte ho,1,1,0
1335, cant wait,1,0,0
1336,sir ji itna wait q karwa rhe ho,1,1,0
1337,kutte kutte kutte teri movie flop hogi,0,1,0
1338,aaj ki party mere taraf se,1,1,0
1339,bhaijaan bas ek kar do,1,1,0
1340,movie ke postar fardege hum sale kutte ki,0,1,0
1341,i love u salman khan iam u r big big fan love u u u u u sooooo much sallu  i miss u very day,0,1,0
1342,nice salman ji,0,0,0
1343,oho tumare ankha tumare nak tumare lips kasm sa mar hi daloga,0,0,0
1344,salman you r being human love you bby mujhe tumara pyar chiya or kuch nhi love you,0,0,0
1345,pandey ji always super hit mmmuuaaa,0,0,0
1346,indias superherosalman khan n ourjaan,0,1,0
1347,hello salman baijaan main aap ka bhot bda fan hu maine lagbag sari pictures dekhi hai,0,1,0
1348,apne glat kiya humlogo k sath,0,0,0
1349,aaj ka bolke kal par taal diya salman bhai aapse aisi ummed na thi,0,1,0
1350,bhai  baj gye,1,0,0
1351,kyaaa yaaar umidd thi k aaj kuch had tak to sapna sch hoga leki pandey ji umid tod di naa,0,0,0
1352,bollywood ki saan hindustan ki jaan  n only salman khan love u salman,0,0,0
1353,eid ka zaakat fitra lene kab aa rha hai,1,1,0
1354,uff mashaalllah killing look bhaijaan,0,1,0
1355,asakaap apni maa se aur apne bhaiyon se bahot pyar kerte hain bahot acha lagta hai,0,0,0
1356,bhaijaan aap bahot achhe insaan hai jo na samjhe wo nadaan hai aap to bajrangi bhaijaan hai ramjan eid mubark bhaijaan,0,0,0
1357,kitne roze hue salman bhai,1,1,0
1358,salam wah likhum bhaijaan,1,1,0
1359,supar dupar hit sab rekod tutega aesi dil se duaa,0,1,0
1360,meney suna ap kiynup hohay yes no pls ansr,1,1,0
1361,masha allah bahot ache lgre ho buri nazar se bachaye allah aapko,0,1,0
1362,kafir ki film dekhna haram hai,0,1,0
1363,hi salman bhai kisa hai,1,1,0
1364,are zarur sallu kamaal krte ho,0,1,0
1365,sab ka bhai hamara sallu bhai,0,0,0
1366,bhai bhai somabhai bohemia ,1,0,0
1367,aaj ki party meri trf se this eid,1,1,0
1368,assala muwalekum vhai zahan,1,1,0
1369,iss bar teri ni chalegi,0,0,0
1370,waa sallu bhai,0,0,0
1371,salman khan ilove u wii u married me,0,1,0
1372,music thik nahi hai,0,1,0
1373,asslamu alaikum salman bhai ladhkoyo ko hnsm nai hne se nt like,0,1,0
1374,o ho bhai kal kaise niklega,1,1,0
1375,salman bhai look to mast hai par choor lag rahe ho,1,1,0
1376, paise diya,1,1,0
1377,ye to confirm hit nhi jayegi kyunki koyi musalman bhai iski picture nhi dekhega,0,1,0
1378,ye hai dhasu look ilu viii,0,1,0
1379,kya bat hai bhai,0,0,0
1380,bhai cross cr pts increse,0,1,0
1381,nice imeg bro,0,0,0
1382,es yearss ki super doper film bajrangi bhaijan,0,1,0
1383,bajrangi bhaijan aap se kb mulakaat hogi isi janam ya agle janam bajarang bali kab chahte hai,1,1,0
1384,my bhai my hero salman bhaihum salman bhai ke bahut bare bhakt h mar jayenge lekin jhut nahi bolenge,1,1,0
1385,salman bhai aap panch time ka namaaz padiye,1,1,0
1386,sale kafir salam mat kar  namaste kar,0,1,0
1387,kash ham mil pate,1,0,0
1388,super duper hit hoga bajrangi bhaijaan ye meri dua hai,0,1,0
1389,me aapki pic ke liye dua karugi ke soper doper hits jye ,0,1,0
1390,hamari or se ed mubark ho aapko or aapki fhemli ko,0,1,0
1391,adab adab meri jaan mashallallah bhuut pyaare lag rahe ho meri jaan mera salman,0,0,0
1392,bolo naa kyaa karo salman ,1,1,0
1393,please reply karo naa mujhe please salman ji,1,1,0
1394,mi ap ki movie ka bhut time se wait kr rhi ccccc,1,1,0
1395,salman agr tun mery samnay aa gea to ma teri film bna dunga bhenchod apny ap ko tun smjhta kia ha,0,1,0
1396,meri jaan mera salman,0,1,0
1397,main aap py qurban,1,0,0
1398,teri maa ki chuth film riles ka raha hai bahan chood eid par kiyu nikal raha hai,0,1,0
1399,bahan chood teri,0,0,0
1400,hello salman jee    eid mubarak,1,0,0
1401,aur eidi main aap chahye,1,1,0
1402,pakistan kyo jayega salman,1,0,0
1403,tnx bhai jan leliya,1,0,0
1404,suprab my jaan salman khan,0,0,0
1405,fir bye kyo,1,0,0
1406,mast hai vai,0,1,0
1407,bhaijaan aapka song humesha hit hi hota hai,0,1,0
1408,soo sweeet song,0,1,0
1409,lovly nice song salman,0,1,0
1410,priyanka kunwar beautiful beautiful beautiful  kasto ramrailo gana love salman  cant wait to see bhaijaan,0,0,0
1411,just awesome bonding pawanmunni,0,1,0
1412,superb song  supperdupper hit movie jb koi nek kaam krne niklta h to khuda bhi uska sath deta h apne to  chhoti bachchi ko uske apno s milana chaha isme to sari kaynat apka sth degi,0,0,0
1413,kamaal karte ho pandey jii   ,1,0,0
1414,butiful song evr i fel in luv wiv dis song,0,1,0
1415,jo abi ayy han un ko bata dun aj online chat ho gi idar okay pm par,1,1,0
1416,aj ki party bhabi ki taraf se sallu bhai ,1,0,0
1417,waoooooo  soo beautiful,0,1,0
1418,raksha shinde salman insha allah zaror help karenge,1,1,0
1419,hum koi bhi bhai ka movie nahi chodte hain eid mobarak bhai,0,1,0
1420, par bat ho gi sab se allah hafiz,1,1,0
1421,bhaiii greatttt amazinggg wonderfullll,0,1,0
1422,wah good video salman bhai  like deta ho like like like like like like like like like like like like like like like like like like like like luke,0,1,0
1423,waise time waste nhi kartey ho timing kain pake ho,1,1,0
1424,ekdum lapak lia bhai ap de or hum na le,1,0,0
1425,bohut khub  specially salman kahan,0,0,0
1426,apne dil jeet lia bhaiallah bless you,0,0,0
1427,gud luk bro,0,0,0
1428,wah kya kehne,0,0,0
1429,aapne aisa q kha salman ki aap bina muslmn ki apni pix hit kra doge,0,1,0
1430,inki film inkey naam pay chalti hai naam hi bahut hai superhit karaney kay liye,1,1,0
1431,salman bhai ka sirf naam hi kafi hai film apen aap blockbuster ho jati hai,0,1,0
1432,hllo salman bhai kase h aap,1,0,0
1433,mujhe nhi pta aap fb par hai ya nhi fake id bhi ho sakti hai lekin aap bhaijaan hai or martay dum tak mere bhaijaan he rahenge kyunki mein aapse behad pyar karta hu,0,1,0
1434,very nice salman bai beautifull song,0,1,0
1435,salman khan bhai jann nice ha very nice salman bhai beautiful songs,0,0,0
1436,all song rocking han bahi,0,1,0
1437,faad bhai faad att kara ti  sirra acting kiti a  maza aa gya  #bhai to jaan hai,0,0,0
1438,awesome track dil mey uttar gya yaar,0,1,0
1439,ap b piyray ap ka gana b piya ho ga am frm pakistan,1,1,0
1440,waoosalman nice yar,0,1,0
1441,ye bv film bohot hit hoga jaan,0,1,0
1442,salman ji aapne iss bar koi song nahi gaya mujhe wait tha k iss bar b aap ke lovely voice main koi song gaye i love your voice hangover is my all time favourite song abe tak main vo song sunte ho i just love that song,0,1,0
1443,jai shri krishna bhagwaan ji apko hamesha khush rakhe,0,1,0
1444,hur hur dabangg dabangg dabangg  bajrangi bhaijan,0,0,0
1445,bhaijaan to gud bhai aap bahut achche insan he,0,0,0
1446,grat indian army  salman vai,0,1,0
1447,pak foje zinda bad ,0,1,0
1448,bhai ye kesi kesi afwahe ud rhi he apke bare mai sach he ya jhoot,1,1,0
1449,salman sir aap kider ho plz message karo na mujhe plz,1,1,0
1450,bada hoke fir aayega infiltrate karne and goli khane,1,1,0
1451,sir aap ki movies ka asar hai,1,1,0
1452,not bad kya ho rha hai kha ho,1,1,0
1453,mulle ne ek mulle ko bacha liya,1,1,0
1454,kashmir india ka tha or rhega saale pakistanio chup,1,0,0
1455,jinko mara ja raha ha waha wo bhe pakistani ha p,1,0,0
1456,pata wata hota nhi ajate hain bheek mangne,1,1,0
1457,bande matramjai hindbharat mata ki jaind indai is greati love my india ,0,1,0
1458, lute  uss jausbay koo jo hindustan key dil main bustaa hain,0,0,0
1459,salman khan madharchod randy ka ladka harami kafir,0,1,0
1460,isi bahane promote bhi kar lo,1,1,0
1461,insaniyat nd pyar sbse phle yaad rhta h,1,1,0
1462,hindhustan is my foot pakistaniyo ko galiya kyun dete ap sb kyun pakistniyo ne ap sbki bhene churi hai kiya,0,1,0
1463,chalo indian army nay kisi ko tu chorawarna in ka bus chaley tu is buchey ko bhi terrorist from pakistan kah kay qaid ker laye,0,0,1
1464,strangebut bht acha kia  realy feeling happy,0,1,0
1465,love u bhai jiii salman khan,0,1,0
1466,aise neak kam karne se shayad hi unke dilo mai hamare desh ke liye pyaar bade,1,1,0
1467,pyar mangi to jaan dengi milk mango to kher dengi agaar kashmir mangi to chir dengi,1,1,0
1468,salute to indian army agar india se koi bachaa chale jatey den pakistani army return nai krta,0,0,1
1469,hi kia hal hy tum kaise ho kia salgira hy tumhari,1,1,0
1470,are op logo bap hai bel hai,1,1,0
1471,india army bad india army ne sari am awrat ka ezat lotlya,0,0,0
1472,wo is tarah ki pics iss liye share kar raha hai apni film anay wali hai us ko jo promote karna hai,1,1,0
1473,mere frnd log apke hi fan he but wo log apke movie me jo chalisa he usse naraj he  qawali sunkar bahot khush he,1,1,0
1474, being human k jariye aap itne saare logo ki madat kar rahe,1,0,0
1475,time mile to  rply de do dil ko bahot sukun milega,1,0,0
1476,awesome agr isi trh sare mulk smzdar ho jae to dusmni rhegi hi nhiplz #being_human,0,1,0
1477,isko dus saal ki hail honi chahiye,0,1,0
1478,agar eid pe prof ho gya k bajrangi bhai jan mai muslims k beijaty hovy h to mai apk fan nai rhongy forever ,1,1,0
1479,ami tomake khub valobasi  i love u bhai jan,0,1,0
1480,picture mein sheer dikhtay hoo aur real mein maha sheer sallu,0,1,0
1481,shailly salman bhai online aaenge  baje dkhte tujhy rply krenhe ki mujhy p,1,1,0
1482,aap salaman acters hi ho ya koi aur jo salaman khan ke nam se acount banae ho aur usaka profile photo lagae ho,1,1,0
1483,bihar patna  kab aa rhe hai #bajarangi_bhaijaan ke promotion ke liye,1,1,0
1484,bhai jaan aap   par ayenge par ham to subah se baithe hai apke intzar main uska kya bolea,1,1,0
1485,bhaijan muze kam ki jarurat hai please muse kam di ji a,1,1,0
1486,salman bhai jan aap ne to bahot badi bat bol dali he ki meri film musalmani ke bena hit krke dikhauo ga  ab aap bol rahe he ki nahi mene esa nahi bola to kisne bola kya hua jawab do aap,1,1,0
1487,bhi aapke movie ka besabri se wait kr rha hu aur mera aasa hai ki iss sal recod tut jayega,0,1,0
